Codigo;RazaoSocial;Código do Grupo;Grupo de Insumos;Contato;Fone;WhatsApp;Email;CNPJ;Insc. Estadual;Endereco;Numero;Bairro;Cidade;Estado;Cep;Cartão Crédito;;;;;;;;;;;;
32;SIEMPRE INDÚSTRIA E COMÉRCIO DE PREMOLDADOS LTDA;47;PRÉ-MOLDADO DE CONCRETO;Jennifer Ribeiro;(31)93314-2200 ;(31)99974-9555 ;jennifer@artefacil.com.br;14.096.604/0001-98;1.819.779-0094;Rod. BR -040 - KM 519 ;89;Vereda ;RIBEIRÃO DAS NEVES;MG;33822-502;SIM;;;;;;;;;;;;
302;TCON PREMOLDADOS DE  CONCRETO EIRELLI;47;PRÉ-MOLDADO DE CONCRETO;Matheus / Joel;(31)3395-2147;(31)0000;tcon@tconpremoldados.com.br, renataavila@tconpremoldados.com.br;03.421.972/0001-48;186.045.717-0029;Av. Renato Azeredo;2605;Dist. Industrial João de Almeida;RIBEIRÃO DAS NEVES;MG;33880-302;;;;;;;;;;;;;
321;UNI-STEIN DO BRASIL LTDA;47;PRÉ-MOLDADO DE CONCRETO;Ricardo / Michelle / Nilton;(31)3665-5500  ;(31)98741-9925;comercial@unistein.com.br, niltinho@unistein.com.br;17.099.987/0001-46;493.356.363-0065;Rodovia Dr. Otávio Costa;800;Dr. Lund;PEDRO LEOPOLDO;MG;33.250-520;SIM;;;;;;;;;;;;
40;ACABAMENTOS BEL LAR LTDA;52;REVESTIMENTO;André ;(31)3297-0022;(31)99613-1292;andre@bellar.com.br;17.311.465/0001-66;062.012.734-0059;Rua Nossa senhora de Lourdes;441    Galpão 09 e 10;Olhos D'agua;BELO HORIZONTE;MG;30.390-530;SIM;;;;;;;;;;;;
50;BRAGA & OLIVEIRA REPRESENTAÇÕES LTDA.;52;REVESTIMENTO;Elderson/Julye;(31) 3386-4778;(31)0000;elderson.escritorio@hotmail.com;;;;;;;;;;;;;;;;;;;;;
284;CASA ÚNICA MATERIAIS PARA CONSTRUÇÃO LTDA;52;REVESTIMENTO;Vanderlan / Claudio;(31)2126-1000 ;(31)99994-3031;vanderlan.miranda@santacruzacabamentos.com.br;25.618.174/0001-43;062.017.715-0091;Av. Presidente Carlos Luz;2000F;Aparecida;BELO HORIZONTE;MG;31250-810;SIM;;;;;;;;;;;;
69;CASTRO REPRESENTAÇOES LTDA;52;REVESTIMENTO;Marcão;(31)3278-1050  ;(31)98876-8985;marcao@grupocore.com.br;71.110.670/0001-09;;Rua Vereador Socrates Alves Pereira;531;Carlos Prates;Belo Horizonte;MG;30710-590;NÃO;;;;;;;;;;;;
61;CEMACON MATERIAIS DE CONSTRUÇÃO LTDA;52;REVESTIMENTO;Calisto;(31)3201-6266;(31)997559831;contato.cemacon@gmail.com;01.590.163/0001-34;062.336.639-0050;Av. D. Pedro II;1100;Bonfim;BELO HORIZONTE;MG;30710-010;SIM;;;;;;;;;;;;
74;CNR MATERIAIS DE CONSTRUÇÕES LTDA;52;REVESTIMENTO;Ana Claudia / Ferreira;(31)3392-7272;(31)99948-9915;contagem@cnr.com.br;13.556.759/0010-98;001.764.345-0870;Via Expressa;2.525;Água Branca;CONTAGEM;MG;32370-485;SIM;;;;;;;;;;;;
146;FORMILIDER LTDA;52;REVESTIMENTO;Leonardo;(31)3421-3366;(31)0000;leonardo@formilider.com.br;00.401.605/0001-94;062.918.610-0024;Rua Jacui;1506 / 02;Da Graça;BELO HORIZONTE;MG;31110-050;SIM;;;;;;;;;;;;
147;FORROBRAS COMERCIO DE FORROS LTDA;52;REVESTIMENTO;Rosalvo;(31)3417-8222 ;(31)99985-6500;rosalvo.forrobras@gmail.com, forrobras@forrobras.com.br;04.962.066/0001-13;062.169.130-0070;Rua Magnetita;55;Inconfidência;BELO HORIZONTE;MG;30830-120;SIM;;;;;;;;;;;;
153;GESSO ANAPOLIS LTDA ME;52;REVESTIMENTO;Milton, Sonia;(31)3357-2560 ;(31)99733-3713;anapolisgesso@yahoo.com.br;01.276.171/0001-00;186.359.646-0037;Av. João Gomes Cardoso;100;Jardim Laguna;CONTAGEM;MG;32140-172;NÃO;;;;;;;;;;;;
203;LUCIANO PISOS LTDA;52;REVESTIMENTO;Rian Valle;(31)32974268 ;(31)3287-4268;sopiso@sopiso.com.br;02.927.019/0001-03;062.005.283.00-20;Rua Paraiba ;1323;Savassi;BELO HORIZONTE;MG;30130141;SIM;;;;;;;;;;;;
213;MADEIREIRA PARANAENSE LTDA;52;REVESTIMENTO;Mauricio / Amanda;(31)3272-6363;(31)0000;mad.paranaense@terra.com.br;19.396.191/0001-80;062.202.598-0042;Rua Tamóios;1028;Centro;BELO HORIZONTE;MG;30120-050;SIM;;;;;;;;;;;;
164;MAFRAN REPRESENTACOES E COMERCIO LTDA;52;REVESTIMENTO;Gilson / Marina / Letícia;(31)3378-6628;(31)99392-9817;mafranrep@gmail.com;02.433.943/0001-33;062.754.209-0002;Av. Professor Mário Werneck;2900  Lj 13;Buritis;BELO HORIZONTE;MG;30575-180;NÃO;;;;;;;;;;;;
223;MBLB COMERCIO DE ACABAMENTOS LTDA;52;REVESTIMENTO;Monica Baratz / Bárbara;(31)3308-8188 ;(31)99611-3484;belissimo@belissimovallve.com.br, barbara@belissimovallve.com.br;05.016.166/0001-10;062.176.692-0070;Rua do Uruguai;284;Sion;BELO HORIZONTE;MG;30310-300;;;;;;;;;;;;;
249;PASSALAQUA & CIA LTDA;52;REVESTIMENTO;Jeferson / Tiago;(31)3078-5427 ;(31)3078-5427;revestbh04@passalaqua.com.br;55.973.366/0022-63;062.431.126-0643;Rua Castigliano ;1312;Monsenhor Messias;BELO HORIZONTE;MG;30720-472;SIM;;;;;;;;;;;;
259;PONTO DO AZULEJO LTDA;52;REVESTIMENTO;Geraldo (Dino);(31)3419-9400;(31)99253-7848;dino@pontodoazulejo.com.br;65.310.633/0001-41;062.748.265-0015;Avenida Abilio Machado;1415;Alipio de Melo;BELO HORIZONTE;MG;30830-440;SIM;;;;;;;;;;;;
277;REVEST INSTALAÇÕES E COMERCIO DE REVESTIMENTOS LTDA;52;REVESTIMENTO;Romilda / Gabriel;(31)3337-5777 ;(31)98471-0717;romilda@revestiform.com.br, revestiform@revestiform.com.br;34.077.147/0001-00;003.768.845-0071;Rua Paracatu;153;Barro Preto;BELO HORIZONTE;MG;30180-090;SIM;;;;;;;;;;;;
300;SUPERGESSO IND. COM. LTDA;52;REVESTIMENTO;Antonio / Heli;(31)3442-7666;(31)0000;supergesso1@gmail.com;25.436.353/0001-60;062.593.883-0078;Rua Belmiro de Almeida;225;São Cristovão;BELO HORIZONTE;MG;31230-230;SIM;;;;;;;;;;;;
312;TERRA REVESTIMENTOS LTDA;52;REVESTIMENTO;Carlos / Joselei;(31)3286-4650 ;(31)99742-5551;vendas@tile.com.br;38.700.985/0001-30; 062.196.071-0000;Rua Outono;81;Carmo;BELO HORIZONTE;MG;30310-020;SIM;;;;;;;;;;;;
315;TREVO COMÉRCIO DE ARTEF DE CIMENTO EIRELLI;52;REVESTIMENTO;Bismarck / Wender;(31)3625-1888;(31)3625-1888;gessoegesso@hotmail.com;21.924.022/0001-18;546.498.845-0081;Avenida Dionísio Gomes;8;Veneza;RIBEIRÃO DAS NEVES;MG;33820-540;SIM;;;;;;;;;;;;
323;VAN PISOS LTDA;52;REVESTIMENTO;Antonio;(31)3278-1100;(31)0000;vanpisos@gmail.com;07.674.889/0001-31;062.424.048-0026;Rua Padre Eustáquio;391  Lj 1;Carlos Prates;BELO HORIZONTE;MG;30710-580;SIM;;;;;;;;;;;;
35;ASSIS TELAS COMÉRCIO E INDUSTRIA LTDA;53;TELA;Vicente / João;(31)3486-9491 ;(31)3486-8389;assistelas@assistelas.com.br;00.067.071/0001-01;062.881.470-0043;Avenida  Alberto Cintra;81;Cidade Nova;BELO HORIZONTE;MG;31160-370;SIM;;;;;;;;;;;;
66;CENTRAL TELAS EIRELLI EPP;53;TELA;Alexandre Luiz;(31)3332-4648;(31)3332-4648;vendas@centraltelas.com.br;04.150.535/0001-08;062.106.178-0022;Alameda das Amaziles;100;Granja Ouro Branco;CONTAGEM;MG;32060-230;NÃO;;;;;;;;;;;;
177;INSTITUTO RAMACRISNA;53;TELA;Otavio / Almir;(31)3201-0385 ;(31)99925-4922;vendasbh@ramacrisna.org.br;17.283.532/0003-48;067.013.625-0253;Rua Rio Casca;387;Carlos Prates;BELO HORIZONTE;MG;30710-200;SIM;;;;;;;;;;;;
309;JULIANO E SATURNINO LTDA;53;TELA / ARAMES E PREGOS;Sabrina;(31)3398-1772 ;(31)99737-6900;contato@telasjs.com.br, vendas4@telasjs.com.br;01.278.599/0001-92;186.978.388-0031;Rua Cristiano Machado;333 B;Plano Direto de Contagem;CONTAGEM;MG;32040-580;SIM;;;;;;;;;;;;
278;TELAS E TANQUE REDE RHV LTDA;53;TELA;Herodoto / Suelen;(31)3434-6147;(31)0000;contato@telasrhv.com.br;65.189.755/0001-21;062.748.208-0014;Av. Cristiano Machado;10410;Floramar;BELO HORIZONTE;MG;31742-002;SIM;;;;;;;;;;;;
310;TELAS UNIÃO INDUSTRIA E COMERCIO LTDA;53;TELA;Claudio / Rodrigo / Adriana;(31)3427-9600 ;(31)34279600;claudio@telasuniao.com.br, adriana.moura@telasuniao.com.br;25.794.827/0001-45;062.609.744-0030;Avenida Dom Pedro I;1042;Itapoã;BELO HORIZONTE;MG;31710-000;SIM;;;;;;;;;;;;
150;FURACÃO INDUSTIA E COMERCIO DE VENTILADORES LTDA;54;VENTILAÇÃO E EXAUSTÃO;Leandro / Ercy;(31)3428-9000 ;(31)98643-8704;vendas@furacaoventiladores.com.br;71.403.620/0001-10;062.864.705-0044;Rua Manoel Macedo;294;São Cristovao;BELO HORIZONTE;MG;31110-440;SIM;;;;;;;;;;;;
27;OLIVEIRA E REZENDE VENTILAÇÃO EIRELI;54;VENTILAÇÃO E EXAUSTÃO;André / Adelina;(31)3451-5011;(31)98494-9662;vendas@arejarventilacao.com, arejar@arejarventilacao.com;12.322.912/0001-69;1.639.110-0055;Rua Jose Ferreira dos Santos;77;Jardim Comerciários;BELO HORIZONTE;MG;31640-060;NÃO;;;;;;;;;;;;
276;RENOVAR COMERCIO LTDA;54;VENTILAÇÃO E EXAUSTÃO;Mauricio / Marcos;(31)3293-6484 ;(31)98417-5054;renovar@renovarventilacao.com.br;07.240.891/0001-00;062.339.046-0003;Rua Cata Preta;145;João Pinheiro;BELO HORIZONTE;MG;30530-190;;;;;;;;;;;;;
327;VENTILAR COIFAS E EXAUSTORES INDUSTRIAL LTDA;54;VENTILAÇÃO E EXAUSTÃO;Monica Cristina;(31)3485-1591;(31)0000;contato@ventilarexaustores.com;;;;;;BELO HORIZONTE;;;;;;;;;;;;;;;
41;BENDGLASS COM E IND LTDA;55;VIDRO E ESPELHO;Leonardo / Vania;(31)3361-5599 ;(31)97579-9237;bendglass@bendglass.com.br, leonardo@bendglass.com.br;00.785.010/0001-80;186.942.112-0003;Rua Desembargador Amorim;88;Industrial 2º seção;CONTAGEM;MG;32215-330;SIM;;;;;;;;;;;;
154;GLASS ESQUADRIAS  LTDA;55;VIDRO E ESPELHO;Charles / Arlete / Lucelia;(31)2532-8800 ;(31)99854-8801;vendas2@cristalglassltda.com.br;11.629.798/0001-51;001.558.534-0034;Rua Lindolfo de Azevedo;335;Nova Suissa;BELO HORIZONTE;MG;30421-265;SIM;;;;;;;;;;;;
155;GM VIDRO COMERCIO INSTALAÇÕES LTDA;55;VIDRO E ESPELHO;Renato / Lívea;(31)3463-6344 ;(31)3546-5962;gmvidrosespeciais@gmail.com;40.937.667/0001-30;003.978.762-0007;Rua Pouso Alegre;1449;Floresta;BELO HORIZONTE;MG;31015-215;SIM;;;;;;;;;;;;
191;LAMINA TEMPER COM E IND DE VIDROS DE SEGURANÇA LTDA;55;VIDRO E ESPELHO;Toninho / Matheus;(31) 3362-8787 ;(31)0000;matheus@laminatemper.com.br, toninho@laminatemper.com.br;07.080.680/0001-40;186.146.424-0038;Rua Desembargador Amorim;76;Jardim Industrial;CONTAGEM;MG;32215-330;NÃO;;;;;;;;;;;;
330;VIDRAÇARIA TERRA (ELENICE DUARTE DIAS - ME);55;VIDRO E ESPELHO;Liza Duarte / Andressa;(31)3390-1027 ;(31)99336-0981;liza@vidracariaterra.com.br, comercial@vidracariaterra.com.br;36.921.149/0001-50;003.711.873-0076;Rua Maria de Lourdes Frias;110;Quintas Coloniais;CONTAGEM;MG;32044-450;NÃO;;;;;;;;;;;;
331;VIDRAÇARIA VITRINE LTDA;55;VIDRO E ESPELHO;Carlos / Silvia ;(31)3412-5055 ;(31)98468-3644;contato@vidracariavitrine.com.br;03.630.698/0001-17;062.063.093-0049;Rua Vereador Geraldo Pereira;477;Padre Eustáquio;BELO HORIZONTE;MG;30720-400;SIM;;;;;;;;;;;;
17;ANEL LAZER E PISCINAS LTDA;56;AQUECIMENTO;Carla / Roni ;(31)3417-7533 ;(31)98814-7807;anel.lazerpiscinas@gmail.com;45.118.305/0001-30;004.258.322-0039;Anel Rod. Celso Mello Azevedo;10601;Dom Bosco;BELO HORIZONTE;MG;30.850-663;SIM;;;;;;;;;;;;
19;AQUAVINIL  P. C. A COM. PISCINA LTDA;56;AQUECIMENTO;Célio ;(31)3297-3520 / 98413-5095;(31)0000;aquavinilpiscinas@gmail.com;;;Av. Raja Gabaglia;4755;Santa Lucia;BELO HORIZONTE;MG;30360-670;SIM;;;;;;;;;;;;
29;ARKSOL INDÚSTRIA E COMÉRCIO LTDA;56;AQUECIMENTO;Inácio / Simone;(31)21080000;(31)998852000;arksol@arksol.com.br;22.441.703/0001-98;062.667.338-0038;Rua Alcobaça;1059;São Francisco;BELO HORIZONTE;MG;31255-210;SIM;;;;;;;;;;;;
101;COSTAZUL PISCINAS E EQUIPAMENTOS LTDA;56;AQUECIMENTO;Marcelo;(31) 3411-1584 ;(31)98324-6007;cz@tibumpiscinas.com.br;26.026.708/0003-77;062.619.354-0171;Av. Teresa Cristina;1488;Padre Eustáquio;BELO HORIZONTE;MG;30720-230;SIM;;;;;;;;;;;;
125;ESPAÇO AZUL COMERCIO DE EQUIPAMENTOS PARA PISCINA LTDA;56;AQUECIMENTO;Fernando ;(31)3223-5301;(31)99884-3081;azulpiscina@gmail.com;07.598.536/0001-08;062.402.947-0016;Av. Nossa Senhora ;1890;São Pedro;BELO HORIZONTE;MG;30.320-000;SIM;;;;;;;;;;;;
258;PONTO DA PISCINA LTDA;56;AQUECIMENTO;José Batista / Junior;(31)3344-0240 ;(31)98396-7755;pontodapiscina@pontodapiscina.com.br;65.197.097/0001-10;062.745.341-0036;Av. Barão Homem de Melo;4560;Estoril;BELO HORIZONTE;MG;30494-270;SIM;;;;;;;;;;;;
288;SHOPPISCINAS INDUSTRIA E COMERCIO ;56;AQUECIMENTO;Roni / Carla;(31)3417-7533 ;(31)98814-7807;anel.lazerpiscinas@gmail.com;25.933.300/0001-54;067.614.694-0088;Rua Fausto Ribeiro da Silva;1025;Dist. Ind. Bandeirinhas;Betim;MG;32799-999;SIM;;;;;;;;;;;;
16;ANALUX ANAVAN LTDA;57;DIVERSOS;Walnei / Victor;(31)3222-7322;(31)98433-1636;analuxanavan@hotmail.com;05.130.255/0001-92;062.207.714-0029;Rua dos Guaicurus;385;Centro;BELO HORIZONTE;MG;30111-060;SIM;;;;;;;;;;;;
333;CENTRAL CASA E CONSTRUÇÃO LTDA;57;DIVERSOS;Denis;(31)3412-5400;(31)99760-6088;central.casaeconstrucao@gmail.com;35.229.284/0001-77;3.573.751-0026;Rua Ametista;602 SL C;Prado;BELO HORIZONTE;MG;30411-135;SIM;;;;;;;;;;;;
106;DEPOSITO BARROCA DE MATERIAIS DE CONSTRUCAO LTDA;57;DIVERSOS;Breno / José Almindo;(31)3332-8922 ;(31)99123-4315;depobarroca@gmail.com,  financeirobarroca@gmail.com;21.094.842/0001-20;062.272.669-0083;Rua Maraguapi;504;Barroca;BELO HORIZONTE;MG;30411-235;SIM;;;;;;;;;;;;
108;DEPÓSITO FLAMBOYANT LTDA;57;DIVERSOS;Bruno / Rogério;(31)3373-2011 ;(31)98580-3263;depositoflamboyant@yahoo.com;25.938.655/0001-36;062.614.786-0070;Av. Barão Homem de Melo;2.184;Jardim América;BELO HORIZONTE;MG;30494-080;SIM;;;;;;;;;;;;
109;DEPÓSITO IRMÃOS BECKER LTDA;57;DIVERSOS;Gil / Geovani;(31)3223-5144 / 3228-2550;(31)98407-2655;vendas@irmaosbecker.com.br;19.224.252/0001-22;062.188.371-0048;Rua Rio Verde;755;Sion;BELO HORIZONTE;MG;30310-750;SIM;;;;;;;;;;;;
111;DEPOSITO SAVASSI MAT. CONST. LTDA;57;DIVERSOS;João;(31)3282-1530;(31)97230-4093;contato@depositosavassi.com.br;24.153.707/0001-04;002.703.029-0070;Rua Tomé de Souza;1140;Savassi;BELO HORIZONTE;MG;30140-131;SIM;;;;;;;;;;;;
110;DM ACABAMENTOS LTDA;57;DIVERSOS;Everson / Fabricio;(31)3483-2313;(31)3483-2313;leandrodmltda@yahoo.com.br, rhdmltda@yahoo.com;02.644.296/0001-09;062.784.812-0057;Rua Leopoldo Gomes;1857;Vera Cruz;BELO HORIZONTE;MG;;SIM;;;;;;;;;;;;
107;J MAGALHÃES LTDA ;57;DIVERSOS;Nonato / Zezinho;(31)3474-2100;(31)98485-7175;estreladalva@depositoestreladalva.com.br;17.272.618/0001-03;062.005215-0045;Av. Abilio Machado;1456;Alipio de Melo;BELO HORIZONTE;MG;30820-272;SIM;;;;;;;;;;;;
204;LUXEMBURGO MATERIAIS DE CONSTRUÇÃO LTDA;57;DIVERSOS;José Maria Barbosa;(31)3296-0510;(31)0000;luxemburgo1994@gmail.com;00.080.634/0001-00;062.885.214-0025;Rua Luiz Soares da Rocha;141;Luxemburgo;BELO HORIZONTE;MG;30380-600;;;;;;;;;;;;;
239;NADIL MATERIAIS DE CONSTRUÇÃO LTDA;57;DIVERSOS;Igor / Rafael;(31)3491-7116 ;(31)99500-7272;gerencia.nadil@gmail.com, contato@pampulhaacabamentos.com.br;42.867.887/0001-60;062.817.514-0088;Rua Dr. Jeferson de Oliveira;311;Santa Amélia;BELO HORIZONTE;MG;31560-230;SIM;;;;;;;;;;;;
49;BP AÇO INOX E GRANITOS LTDA;58;ARTEFATO DE AÇO INOX;Marlon / Emanuel;(31)3376-1718;(31)98324-9004;comercial@acocubas.com.br;02.978.643/0001-30;062.046.355-0098;Rua Visconde de Monte Mario;300 - loja D;Parque Jardim Encantado;SÃO JOSE DA LAPA;MG;33.350-000;NÃO;;;;;;;;;;;;
78;CLAUDIO INDUSTRIA E COMERCIO LTDA;58;ARTEFATO DE AÇO INOX;Antonio Carlos, José Carlos ;(31)3463-9777;(31)0000;claudio.inox@yahoo.com.br;17.353.095/0001-20;062.010.156-0035;Rua Niquelina;911;Santa Efigênia;BELO HORIZONTEM;MG;30260-100;SIM;;;;;;;;;;;;
89;COMERCIAL PALAZZO DECORAÇÕES LTDA;58;ARTEFATO DE AÇO INOX;Sueli;(31)3332-1632 ;(31)0000;palazzodecor@outlook.com;21.642.616/0001-36;061.477.449-0082;Av. Professor Mário Werneck;2400 - LOJA 1;Buritis;BELO HORIZONTE;MG;30575-180;NÃO;;;;;;;;;;;;
184;JANOX AÇO INOXIDAVEL LTDA;58;ARTEFATO DE AÇO INOX / Chapa, tubo e outros;Sergio / Marcio;(31)3464-7626;(31)98789-1394;marcio@janox.com.br;64.283.633/0001-37;062.673.400-0035;Rua Major Delfino de Paula;2375;São Francisco;BELO HORIZONTE;MG;31255-170;SIM;;;;;;;;;;;;
176;MINAS ACO INOX LTDA;58;ARTEFATO DE AÇO INOX;Almeida / Jair;(31)3417-6564 ;(31)99216-3490;tonettialmeida@inoxminas.com.br, inoxminas@inoxminas.com.br;18.796.716/0001-02;002.215.001-0070;Rua Rio das Velhas;296  Lj 2;São João Batista;SANTA LUZIA;MG;33030-030;NÃO;;;;;;;;;;;;
5;VNI INDÚSTRIA E COMÉRCIO LTDDA;58;ARTEFATO DE AÇO INOX;Elton Sarachinski;(31)3689-0129;(31)0000;acoforte@terra.com.br, forte.inox@terra.com.br;26.181.588/0001-10;002.831.811-0030;Av. Vieira;110;Campinho;LAGOA SANTA;MG;33234-760;NÃO;;;;;;;;;;;;
90;COMERCIAL PEDRO II LTDA;59;QUADRO ELÉTRICO ESPECIAL;Bosco / Fernando / Thais;(31)3201-5135 ;(31)0000;compedro@compedro.com.br;02.753.787/0001-98;062.987.862-0050;Av. Governador Benedito Valadares;628;Vila Oeste;BELO HORIZONTE;MG;30532-000;NÃO;;;;;;;;;;;;
115;EGOM INSTALACOES E MONTAGENS LTDA;59;QUADRO ELÉTRICO ESPECIAL;Nilson Gontijo / Marco;(31)3486-1166 ;(31)0000;faturamento@egom.ind.br, financeiro@egom.ind.br ;21.127.584/0001-30;062.190.084-0099;Rod. MG 05;825;São Marcos;BELO HORIZONTE;MG;31930-010;NÃO;;;;;;;;;;;;
242;GO ENGENHARIA LTDA;59;QUADRO ELÉTRICO ESPECIAL;Alexandre Daher;(31)3467-4477 ;(31)99883-8061;alexandre@grupoorlando.com.br   ;16.664.435/0001-70;062.125.761-0022;Rua Cardoso;106;Santa Efigênia;BELO HORIZONTE;MG;30260-170;SIM;;;;;;;;;;;;
283;RST MONTAGENS ELETROMECANICAS LTDA;59;QUADRO ELÉTRICO ESPECIAL;Elton / Marco Polo;(31)3464-8788 ;(31)99732-9819;comercial@rst.ind.br ;00.169.103/0001-80;062.894.168-0092;Rua Antonio Camargos;25;Vila Oeste;BELO HORIZONTE;MG;30532-170;;;;;;;;;;;;;
128;SQUEMA ENGENHARIA LTDA;59;QUADRO ELÉTRICO ESPECIAL;Wagner / Eustáquio Cunha;(31)3395-1363 ;(31)99259-2277;squema.bh@squemaengenharia.com.br;18.030.239/0001-70;186.421.631-0098;Rua Rio Araguari;150;Pq Riacho das Pedras;CONTAGEM;MG;32280-340;NÃO;;;;;;;;;;;;
60;CASA MENDANHA LTDA;60;ESCADA PROFISSIONAL;Emanuel;(31)3789-1351 ;(31)3789-1351;casamendanha@hotmail.com;21.304.167/0002-05;062.476.141-0107;Av. Contorno;2626;Santa Efigenia;BELO HORIZONTE;MG;30110-014;SIM;;;;;;;;;;;;
124;ESMIG INDUSTRIA DE ESCADAS LTDA;60;ESCADA PROFISSIONAL;Santareno Carvalho;(31)34270444 ;(31)99638-4880;carvalho@esmig.com.br, esmig@esmig.com.br;04.757.157/0001-17;062.153.050-0051;AVENIDA DOIS;105;Cond. Parque Norte - Morro Alto;VESPASIANO;MG;33203-142;SIM;;;;;;;;;;;;
185;JEEPAUTO LTDA;60;ESCADA PROFISSIONAL;Alexandre Alvarenga;(31)3201-1000 ;(31)99601-5602;compras@jeepautomg.com.br ;17.256.454/0001-20;062.001.770-0026;Rua Rio Grande do Sul;27;Centro;BELO HORIZONTE;MG;30170-110;SIM;;;;;;;;;;;;
256;POLIMETAL LIGAS E METAIS LTDA;61;METAL NÃO FERROSO;Hilton Andrade / Leandro;(31)3295-1355 ;(31)99633-6415;leandro@polimetal.com.br, tatiane@polimetal.com.br;17.474.685/0002-91;062.016.455-0118;Rua dos Goitacases;1713;Barro Preto;BELO HORIZONTE;MG;30190-052;SIM;;;;;;;;;;;;
219;MARMORITE SANTA IZABEL;62;MARMORITE;Tibal / Flávia;(31)3411-9414 / 99199-1818;(31)0000;santaizabel@hotmail.com;;;;;;;;;;;;;;;;;;;;;
220;MARMORITES NUNES LTDA;62;MARMORITE;Fabiola, José Carlos ;(31)3476-2580 ;(31)98511-1443;mesaeciamg@gmail.com;03.700.680/0001-44;062.072.401-0083;Rua Heráclito Mourão de Miranda;2390;Castelo / Jardim Paqueta;BELO HORIZONTE LTDA;MG;31330-270;;;;;;;;;;;;;
217;MARCO ANTONIO DE ALMEIDA BARBOSA;63;DORMENTE;Marco Antônio / Marli;(31)3541-3999 ;(31)99615-4663;emporiorustico@yahoo.com.br;07.566.063/0001-59;448.380.165-0016;Av. Toronto;550;Jardim Canadá;NOVA LIMA;MG;34000-000;SIM;;;;;;;;;;;;
3;AAA TRIPLE A LTDA;64;SEGURANÇA;Fernando;(31)3286-4412;(31)0000;triplea@aaatriplea.com;00.118.610/0001-94;062.896.569-0063;Av. Terra ;201A;Santa Lucia;BELO HORIZONTE;MG;30360-500;NÃO;;;;;;;;;;;;
20;ÁQUILA LTDA;64;SEGURANÇA;Leonardo ;(31)3297-8840;(31)0000;aquila@aquilaseguranca.com.br, claudio@aquilaseguranca.com.br;03.808.661/0001-36;062.104.514-0006;Av. Barão Homem de Melo;2600  SL 403;Estoril;BELO HORIZONTE;MG;30494-080;NÃO;;;;;;;;;;;;
138;FERRAGENS SCHIAVO E LIMA LTDA;64;SEGURANÇA;Paulo;(31)3384-6752;(31)0000;fecholar@gmail.com;42.976.092/0002-70;062.824.795-0129;Av. Sinfronio Brochado;840 / 02;Barreiro de Baixo;BELO HORIZONTE;MG;30640-000;NÃO;;;;;;;;;;;;
260;RAFAEL ROMAO REIS;64;SEGURANÇA;Rafael;(31)3371-0076 ;(31)3371-2626;ppeletronico@hotmail.com;07.994.473/0001-09;001.016.086-0008;Rua Desembargador Barcelos;373;Nova Suiça;BELO HORIZONTE;MG;30480-250;SIM;;;;;;;;;;;;
243;ORMIMAQ ORGANIZAÇÃO MINEIRA DE MAQUINAS LTDA;65;EQUIPAMENTO PARA REFEITORIO;Juliana Capelão;(31)3275-4477 ;(31)9128-1261;financeiro@ormimaq.com.br,  vendas@ormimaq.com.br;17.189.341/0001-50;062.003.133-0010;Rua dos Goitacazes;1440;Barro Preto;BELO HORIZONTE;MG;30190-055;SIM;;;;;;;;;;;;
4;ABCK COMERCIO DE MATERIAL ELETRICO LTDA;66;ESTRUTURA METÁLICA;Willian / Bruno ;(31)3481-1890 ;(31)98272-9729;abacoprojetos@gmail.com, abaco.adm@gmail.com;03.814.354/0001-68;062.151202-0043;Rua Pirite;465;Pompeia;BELO HORIZONTE;MG;30280-300;NÃO;;;;;;;;;;;;
27;OLIVEIRA E REZENDE VENTILAÇÃO EIRELI;66;ESTRUTURA METÁLICA;André / Adelina;(31)3451-5011;(31)98494-9662;vendas@arejarventilacao.com, arejar@arejarventilacao.com;12.322.912/0001-69;1.639.110-0055;Rua Jose Ferreira dos Santos;77;Jardim Comerciários;BELO HORIZONTE;MG;31640-060;NÃO;;;;;;;;;;;;
273;RELF DO BRASIL INDUSTRIA E COMERCIO LTDA;66;ESTRUTURA METÁLICA;Valter Pereira;(31)3396-7234;(31)0000;adm.relf@yahoo.com;00.972.503/0001-29;186.954.026-0070;Av. Adutora Varzea das Flores;477;Petrolandia;CONTAGEM;MG;32072-030;;;;;;;;;;;;;
114;DROGARIA ARAÚJO;67;PRIMEIROS SOCORROS;Angélica;(31)3270-5000;(31)0000;drogatelvendedores@araujo.com.br;;;;;;BELO HORIZONTE;;;;;;;;;;;;;;;
136;FC FUROS E CORTE EM CONCRETO LTDA;68;FURO EM CONCRETO;Walbert / Claudio;(31)3351-7947 ;(31)98713-7575;fcfuros@fcfuros.com.br, comercial@fcfuros.com.br;12.767.231/0001-04;001.683.742-0003;Praça Silviano Brandão;78 - sala 105;Centro;CONTAGEM;MG;32017-680;NÃO;;;;;;;;;;;;
136;FC FUROS E CORTE EM CONCRETO LTDA;69;CORTE EM CONCRETO;Walbert / Claudio;(31)3351-7947 ;(31)98713-7575;fcfuros@fcfuros.com.br, comercial@fcfuros.com.br;12.767.231/0001-04;001.683.742-0003;Praça Silviano Brandão;78 - sala 105;Centro;CONTAGEM;MG;32017-680;NÃO;;;;;;;;;;;;
